topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/planning/auto_mode_status/lane_change_left,Best-Effort,1495,1257.595,1529.401,1568.249,195.957,284.282,,,0.741885
/planning/auto_mode_status/lane_change_right,Best-Effort,1514,1258.508,1532.373,1585.429,197.596,285.888,,,0.738695
/planning/auto_mode_status/no_stopping_area,Best-Effort,1564,1261.349,1538.331,1621.689,203.311,294.755,,,0.730205
/planning/auto_mode_status/start_planner,Best-Effort,1553,1257.817,1536.661,1619.749,202.042,292.716,,,0.732057
/planning/auto_mode_status/static_obstacle_avoidance_left,Best-Effort,1633,1262.009,1544.011,1623.678,208.476,305.157,,,0.718254
/planning/auto_mode_status/static_obstacle_avoidance_right,Best-Effort,1595,1260.429,1540.277,1621.488,205.554,299.617,,,0.724858
/planning/auto_mode_status/traffic_light,Best-Effort,1616,1262.546,1541.032,1622.896,212.321,302.389,,,0.720705
/planning/cooperate_status/avoidance_by_lane_change_left,Best-Effort,1471,1251.305,1520.609,1605.724,194.346,285.118,,,0.746292
/planning/cooperate_status/avoidance_by_lane_change_right,Best-Effort,1471,1251.091,1520.758,1605.809,194.23,284.967,,,0.745853
/planning/cooperate_status/blind_spot,Best-Effort,1559,1258.308,1514.423,1601.853,199.513,293.453,,,0.731207
/planning/cooperate_status/crosswalk,Best-Effort,1521,1256.207,1517.57,1602.33,199.539,291.231,,,0.737623
/planning/cooperate_status/goal_planner,Best-Effort,1457,1253.283,1522.149,1606.261,193.929,283.225,,,0.74875
/planning/cooperate_status/intersection,Best-Effort,1552,1258.166,1514.952,1602.204,199.583,293.5,,,0.732183
/planning/cooperate_status/intersection_occlusion,Best-Effort,1555,1257.718,1514.866,1602.137,199.82,293.963,,,0.731758
/planning/cooperate_status/lane_change_left,Best-Effort,1466,1251.927,1521.174,1605.976,194.448,284.862,,,0.747111
/planning/cooperate_status/lane_change_right,Best-Effort,1459,1252.876,1521.443,1606.173,193.848,283.48,,,0.748101
/planning/cooperate_status/no_stopping_area,Best-Effort,1574,1258.229,1512.41,1601.191,199.272,294.191,,,0.728293
/planning/cooperate_status/start_planner,Best-Effort,1455,1253.515,1522.349,1606.341,193.958,282.834,,,0.749095
/planning/cooperate_status/static_obstacle_avoidance_left,Best-Effort,1453,1253.478,1522.635,1606.73,194.188,282.776,,,0.749353
/planning/cooperate_status/static_obstacle_avoidance_right,Best-Effort,1451,1253.877,1522.802,1606.996,194.128,282.478,,,0.749655
